#      date    value 
 1988-02-01 -0.3014662 
 1988-03-01 1.221193 
 1988-04-01 1.582558 
 1988-05-01 0.4405239 
 1988-06-01 -0.697931 
 1988-07-01 -1.481245 
 1988-08-01 -1.686534 
 1988-09-01 -1.62254 
 1988-10-01 -2.941643 
 1988-11-01 -3.886616 
 1988-12-01 -4.249193 
 1989-01-01 -3.033945 
 1989-02-01 -1.209908 
 1989-03-01 0.07227002 
 1989-04-01 1.328429 
 1989-05-01 1.333258 
 1989-06-01 1.218049 
 1989-07-01 0.152307 
 1989-08-01 -0.70337 
 1989-09-01 -1.060344 
 1989-10-01 -1.887535 
 1989-11-01 -2.722906 
 1989-12-01 -2.851337 
 1990-01-01 -1.936341 
 1990-02-01 -0.3554326 
 1990-03-01 0.8290375 
 1990-04-01 2.212784 
 1990-05-01 2.291691 
 1990-06-01 1.396696 
 1990-07-01 0.5291535 
 1990-08-01 -0.1028021 
 1990-09-01 -0.6699398 
 1990-10-01 -1.498554 
 1990-11-01 -2.370817 
 1990-12-01 -2.42695 
 1991-01-01 -1.582544 
 1991-02-01 -0.3481635 
 1991-03-01 1.134663 
 1991-04-01 2.225681 
 1991-05-01 2.503198 
 1991-06-01 2.209636 
 1991-07-01 1.255011 
 1991-08-01 0.2709211 
 1991-09-01 -0.5941257 
 1991-10-01 -1.05747 
 1991-11-01 -1.244631 
 1991-12-01 -1.296543 
 1992-01-01 -0.3285289 
 1992-02-01 0.7365287 
 1992-03-01 2.075299 
 1992-04-01 3.348168 
 1992-05-01 3.356319 
 1992-06-01 2.038841 
 1992-07-01 0.4265967 
 1992-08-01 -0.3204096 
 1992-09-01 -0.8819417 
 1992-10-01 -1.770184 
 1992-11-01 -2.248309 
 1992-12-01 -2.517804 
 1993-01-01 -1.570474 
 1993-02-01 0.05987329 
 1993-03-01 1.564016 
 1993-04-01 2.896579 
 1993-05-01 3.125049 
 1993-06-01 1.760682 
 1993-07-01 0.8361705 
 1993-08-01 -0.02799083 
 1993-09-01 -0.5320849 
 1993-10-01 -1.122048 
 1993-11-01 -1.992246 
 1993-12-01 -2.376316 
 1994-01-01 -1.470864 
 1994-02-01 -0.4545513 
 1994-03-01 1.005362 
 1994-04-01 1.809345 
 1994-05-01 1.972762 
 1994-06-01 1.357187 
 1994-07-01 0.02466278 
 1994-08-01 -0.4071432 
 1994-09-01 -0.7949073 
 1994-10-01 -0.8077903 
 1994-11-01 -1.236292 
 1994-12-01 -1.514155 
 1995-01-01 -1.044186 
 1995-02-01 0.1260801 
 1995-03-01 1.107702 
 1995-04-01 1.825635 
 1995-05-01 1.379668 
 1995-06-01 0.9543618 
 1995-07-01 0.2999406 
 1995-08-01 -0.8704467 
 1995-09-01 -1.563374 
 1995-10-01 -2.256881 
 1995-11-01 -3.057461 
 1995-12-01 -3.325004 
 1996-01-01 -2.248535 
 1996-02-01 -0.9111028 
 1996-03-01 0.8315166 
 1996-04-01 1.448215 
 1996-05-01 1.389097 
 1996-06-01 0.7861225 
 1996-07-01 0.01550818 
 1996-08-01 -0.6051078 
 1996-09-01 -1.241407 
 1996-10-01 -2.038951 
 1996-11-01 -2.665238 
 1996-12-01 -3.455689 
 1997-01-01 -2.553603 
 1997-02-01 -0.976011 
 1997-03-01 0.9048956 
 1997-04-01 2.098759 
 1997-05-01 2.727079 
 1997-06-01 2.848224 
 1997-07-01 2.532702 
 1997-08-01 2.346838 
 1997-09-01 1.916121 
 1997-10-01 1.455828 
 1997-11-01  1.13382 
 1997-12-01 0.8069705 
 1998-01-01 1.280494 
 1998-02-01 1.987448 
 1998-03-01 3.029755 
 1998-04-01 3.648597 
 1998-05-01 3.317715 
 1998-06-01 1.209422 
 1998-07-01 0.2178029 
 1998-08-01 -0.5709468 
 1998-09-01 -1.38657 
 1998-10-01 -2.309701 
 1998-11-01 -2.785269 
 1998-12-01 -3.577194 
 1999-01-01 -2.766182 
 1999-02-01 -1.008463 
 1999-03-01 0.9911043 
 1999-04-01 1.580024 
 1999-05-01 1.604601 
 1999-06-01 0.7789216 
 1999-07-01 -0.1957148 
 1999-08-01 -1.039555 
 1999-09-01 -1.828172 
 1999-10-01 -2.701512 
 1999-11-01 -3.628151 
 1999-12-01 -3.990487 
 2000-01-01 -3.271477 
 2000-02-01 -1.259416 
 2000-03-01 0.743625 
 2000-04-01 2.269441 
 2000-05-01 1.694576 
 2000-06-01 0.8475072 
 2000-07-01 -0.1196786 
 2000-08-01 -0.6217386 
 2000-09-01 -1.148676 
 2000-10-01 -1.902186 
 2000-11-01 -2.945703 
 2000-12-01 -3.093558 
 2001-01-01 -1.984458 
 2001-02-01 -0.4553748 
 2001-03-01 1.458157 
 2001-04-01 2.207285 
 2001-05-01 2.022476 
 2001-06-01 1.365277 
 2001-07-01 0.2986583 
 2001-08-01 -0.4180093 
 2001-09-01 -1.212826 
 2001-10-01 -1.798906 
 2001-11-01 -2.868662 
 2001-12-01 -2.935696 
 2002-01-01 -2.212684 
 2002-02-01 -0.581708 
 2002-03-01 1.430085 
 2002-04-01  2.29562 
 2002-05-01 2.424766 
 2002-06-01 2.107055 
 2002-07-01 0.9793446 
 2002-08-01 0.2811456 
 2002-09-01 0.02470451 
 2002-10-01 -0.6241321 
 2002-11-01 -0.8618348 
 2002-12-01 -1.155195 
 2003-01-01 -0.8693998 
 2003-02-01 0.148781 
 2003-03-01  1.48371 
 2003-04-01 2.050946 
 2003-05-01 1.290858 
 2003-06-01 0.9558234 
 2003-07-01 0.660606 
 2003-08-01 0.103529 
 2003-09-01 -0.5680125 
 2003-10-01 -0.8945859 
 2003-11-01 -1.677887 
 2003-12-01 -1.633973 
 2004-01-01 -1.060354 
 2004-02-01 0.01441476 
 2004-03-01 1.294456 
 2004-04-01 2.243726 
 2004-05-01 1.779634 
 2004-06-01 1.334323 
 2004-07-01 0.7112406 
 2004-08-01 0.05558045 
 2004-09-01 -0.3996114 
 2004-10-01 -0.8997253 
 2004-11-01 -1.452668 
 2004-12-01 -1.782254 
 2005-01-01 -1.263094 
 2005-02-01 -0.3959643 
 2005-03-01 1.092727 
 2005-04-01 2.440958 
 2005-05-01 2.438851 
 2005-06-01 1.695038 
 2005-07-01 0.7798097 
 2005-08-01 0.1745209 
 2005-09-01 -0.9053376 
 2005-10-01 -1.649335 
 2005-11-01 -3.022672 
 2005-12-01 -3.616197 
 2006-01-01 -2.39121 
 2006-02-01 -0.525369 
 2006-03-01 0.7343373 
 2006-04-01 2.125193 
 2006-05-01 2.209936 
 2006-06-01 1.605765 
 2006-07-01 0.6698756 
 2006-08-01 0.3619511 
 2006-09-01 0.1564523 
 2006-10-01 -0.5126157 
 2006-11-01 -1.105934 
 2006-12-01 -1.172875 
 2007-01-01 -0.5876165 
 2007-02-01 -0.1422776 
 2007-03-01 0.8190315 
 2007-04-01 2.073376 
 2007-05-01 1.412025 
 2007-06-01 1.104227 
 2007-07-01 -0.005745111 
 2007-08-01 -1.143622 
 2007-09-01 -1.74306 
 2007-10-01 -2.663099 
 2007-11-01 -3.601586 
 2007-12-01 -3.752893 
 2008-01-01 -2.932691 
 2008-02-01 -1.36458 
 2008-03-01 0.8766848 
 2008-04-01 2.144714 
 2008-05-01 2.228858 
 2008-06-01 1.469718 
 2008-07-01 0.9574392 
 2008-08-01 0.5464907 
 2008-09-01 -0.3343365 
 2008-10-01 -1.093651 
 2008-11-01 -2.044519 
 2008-12-01 -3.008763 
 2009-01-01 -1.904009 
 2009-02-01 -0.6788485 
 2009-03-01 0.6601111 
 2009-04-01 2.365578 
 2009-05-01  2.64608 
 2009-06-01 2.246707 
 2009-07-01 1.490561 
 2009-08-01 0.7908093 
 2009-09-01 0.1493703 
 2009-10-01 -0.5753715 
 2009-11-01 -0.9058948 
 2009-12-01 -0.9080186 
 2010-01-01 -0.466898 
 2010-02-01 0.494116 
 2010-03-01 2.081738 
 2010-04-01 2.985367 
 2010-05-01 2.127334 
 2010-06-01 0.980176 
 2010-07-01 -0.232463 
 2010-08-01 -1.076895 
 2010-09-01 -1.647286 
 2010-10-01 -2.736823 
 2010-11-01 -3.292278 
 2010-12-01 -3.67139 
 2011-01-01 -2.85289 
 2011-02-01 -1.049357 
 2011-03-01 0.5314166 
 2011-04-01 2.053839 
 2011-05-01 1.980461 
 2011-06-01 1.564815 
 2011-07-01 0.6984049 
 2011-08-01 -0.4183021 
 2011-09-01 -1.277186 
 2011-10-01 -2.095797 
 2011-11-01 -3.06704 
 2011-12-01 -3.290805 
 2012-01-01 -2.16126 
 2012-02-01 -0.5027769 
 2012-03-01 1.227089 
 2012-04-01 2.327904 
 2012-05-01 2.308418 
 2012-06-01 2.156075 
 2012-07-01 1.293569 
 2012-08-01 0.6668293 
 2012-09-01 -0.2887346 
 2012-10-01 -1.337824 
 2012-11-01 -1.766289 
 2012-12-01 -3.044386 
 2013-01-01 -2.265837 
 2013-02-01 -0.8426257 
 2013-03-01 1.407506 
 2013-04-01   2.4403 
 2013-05-01 1.512159 
 2013-06-01 0.7621068 
 2013-07-01 0.09981722 
 2013-08-01 -0.8059372 
 2013-09-01 -0.7274185 
 2013-10-01 -1.369562 
 2013-11-01 -2.242399 
 2013-12-01 -2.322975 
 2014-01-01 -1.76037 
 2014-02-01 -1.046109 
 2014-03-01 1.295517 
 2014-04-01 2.616337 
 2014-05-01 2.874068 
 2014-06-01 2.563425 
 2014-07-01 1.148399 
 2014-08-01 0.2537277 
 2014-09-01 -0.3302768 
 2014-10-01 -0.6614293 
 2014-11-01 -1.115466 
 2014-12-01  -1.5667 
 2015-01-01 -1.012094 
 2015-02-01 0.1168711 
 2015-03-01 1.446406 
 2015-04-01 3.202536 
 2015-05-01 3.140249 
 2015-06-01 2.893439 
 2015-07-01 2.430452 
 2015-08-01  1.83883 
 2015-09-01 1.476226 
 2015-10-01 1.115939 
 2015-11-01 0.7714169 
 2015-12-01 0.2844909 
 2016-01-01 0.9786648 
 2016-02-01 1.714562 
 2016-03-01 2.894321 
 2016-04-01 3.085373 
 2016-05-01 2.128365 
 2016-06-01 1.494715 
 2016-07-01 0.1355624 
 2016-08-01 -0.5230233 
 2016-09-01 -0.7994136 
 2016-10-01 -1.845673 
 2016-11-01 -2.559812 
 2016-12-01 -2.661979 
 2017-01-01 -1.602765 
 2017-02-01 0.2902731 
 2017-03-01 1.811836 
 2017-04-01 2.960704 
 2017-05-01 2.608194 
 2017-06-01 1.632246 
 2017-07-01 0.8142643 
 2017-08-01 -0.06479693 
 2017-09-01 -1.226159 
 2017-10-01 -1.759339 
 2017-11-01 -3.029366 
 2017-12-01 -3.564126 
 2018-01-01 -2.689921 
 2018-02-01 -1.082147 
 2018-03-01 0.5673245 
 2018-04-01 1.896928 
 2018-05-01  2.09968 
 2018-06-01 1.797167 
 2018-07-01 0.9513196 
 2018-08-01 0.06989418 
 2018-09-01 -0.3953216 
 2018-10-01 -0.5274044 
 2018-11-01 -1.049243 
 2018-12-01 -1.389318 
 2019-01-01 -0.8095097 
 2019-02-01 0.4668433 
 2019-03-01 2.139969 
 2019-04-01 3.061145 
 2019-05-01  2.90734 
 2019-06-01 1.997883 
 2019-07-01 0.7159638 
 2019-08-01 -0.1932702 
 2019-09-01 -0.9125182 
 2019-10-01 -1.146516 
 2019-11-01 -1.626176 
 2019-12-01 -2.070946 
 2020-01-01 -1.347909 
 2020-02-01 -0.1735883 
 2020-03-01 1.503927 
 2020-04-01 2.804599 
 2020-05-01 2.078183 
 2020-06-01 0.9542754 
 2020-07-01 0.2293194 
 2020-08-01 -0.5104995 
 2020-09-01 -1.51991 
 2020-10-01 -2.252104 
 2020-11-01 -3.075902 
 2020-12-01 -3.072469 
 2021-01-01 -2.064797 
 2021-02-01 -0.9961543 
 2021-03-01 0.8475524 
 2021-04-01 1.632185 
 2021-05-01 1.790936 
 2021-06-01 1.499345 
 2021-07-01 0.566092 
 2021-08-01 -0.2729453 
 2021-09-01 -0.8662339 
 2021-10-01 -1.911914 
 2021-11-01 -2.82415 
 2021-12-01 -3.600927 
 2022-01-01 -2.760101 
 2022-02-01 -1.346747 
 2022-03-01 0.6591568 
 2022-04-01 1.521041 
 2022-05-01 1.335849 
 2022-06-01 0.965852 
 2022-07-01 0.3035157 
 2022-08-01 -0.5744168 
 2022-09-01 -1.516855 
 2022-10-01 -2.242586 
 2022-11-01 -2.919498 
 2022-12-01 -3.144192 
 2023-01-01 -2.054307 
 2023-02-01 -0.3546534 
 2023-03-01 1.709306 
 2023-04-01 2.855938 
 2023-05-01 3.152773 
 2023-06-01 2.860382 
 2023-07-01 2.331115 
 2023-08-01 1.958287 
 2023-09-01 1.439696 
 2023-10-01 0.7178867 
 2023-11-01 0.08251199 
 2023-12-01 -0.2575569 
 2024-01-01 0.3546091 
 2024-02-01 1.243259 
 2024-03-01 2.358863 
 2024-04-01 3.046363 
 2024-05-01 2.135664 
 2024-06-01 1.389308 
 2024-07-01 0.5928542 
 2024-08-01 -0.2889146 
 2024-09-01 -0.7678416 
 2024-10-01 -1.414412 
 2024-11-01 -2.015337 
 2024-12-01 -2.70728 
 2025-01-01 -1.762595 
 2025-02-01 -0.1636185 
 2025-03-01 1.885315 
 2025-04-01 2.446499 
 2025-05-01 2.030067 
 2025-06-01 1.533929 
 2025-07-01 0.7220913 
